source	interaction	target
DIRAS3	downregulates-expression	E2F4
JUN	upregulates-expression	HBG2
FOXA1	upregulates-expression	TFF1
FOXA1	upregulates-expression	TFF3
E2F1	downregulates-expression	DIRAS3
DIRAS3	downregulates-expression	E2F1
SPI1	downregulates-expression	HBP1
ETS1	downregulates-expression	MDM2
TFDP1	upregulates-expression	XRCC1
TFDP2	upregulates-expression	XRCC1
CDX2	upregulates-expression	ACAT2
ELF3	upregulates-expression	RELA
SP1	upregulates-expression	HBEGF
SP3	upregulates-expression	HBEGF
HNF1A	upregulates-expression	UGT1A8
HNF1A	upregulates-expression	UGT1A9
SP1	upregulates-expression	MACROD1
ESR1	downregulates-expression	CYP1A1
KAT2B	upregulates-expression	ITGA2B
TP53	upregulates-expression	CAV1
CAV1	upregulates-expression	TP53
FOXA2	upregulates-expression	TFRC
FOXA3	upregulates-expression	TFRC
HMOX1	upregulates-expression	NFKB1
TP53	downregulates-expression	WRN
CREBBP	upregulates-expression	HES5
WT1	upregulates-expression	SMAD3
CREBBP	upregulates-expression	HEY2
JUN	upregulates-expression	COL1A2
YY1	downregulates-expression	PDIA6
CREBBP	upregulates-expression	HEYL
HNF1B	upregulates-expression	UMOD
CREBBP	upregulates-expression	HEY1
NR3C1	downregulates-expression	CDK6
NR3C1	downregulates-expression	CDK4
CHEK1	upregulates-expression	ATR
ATR	upregulates-expression	CHEK1
CHEK1	upregulates-expression	ATM
ATM	upregulates-expression	CHEK1
STAT1	upregulates-expression	IL12RB2
E2F1	upregulates-expression	DROSHA
FOXM1	upregulates-expression	TGFA
ZFPM1	upregulates-expression	GP1BA
TFAP2A	downregulates-expression	MCAM
NTSR1	upregulates-expression	TCF7L2
ETS1	upregulates-expression	TNFSF14
MED13L	upregulates-expression	ANGPTL4
HELZ2	upregulates-expression	HMGCS1
HELZ2	upregulates-expression	HMGCS2
HES6	upregulates-expression	NEUROG3
HNF1A	upregulates-expression	UGT1A1
MYOG	upregulates-expression	MYEF2
RUNX1	downregulates-expression	SERPINB13
NFYA	upregulates-expression	FDFT1
NFYB	upregulates-expression	FDFT1
NFYC	upregulates-expression	FDFT1
WNT10B	downregulates-expression	CEBPA
ARNT	upregulates-expression	CP
IFI16	upregulates-expression	WT1
MED1	upregulates-expression	GRHL1
GABPB1	upregulates-expression	GABPA
MECP2	downregulates-expression	TFF1
SP1	upregulates-expression	PON1
TP53	downregulates-expression	MAD1L1
MAD1L1	downregulates-expression	TP53
ARNTL	upregulates-expression	KLF15
IL4	upregulates-expression	COL1A2
PTTG1	upregulates-expression	E2F1
NFKBIA	downregulates-expression	NOS2
FHL2	downregulates-expression	CCND1
HDGF	upregulates-expression	FAS
TP53	upregulates-expression	TSC2
KAT2A	upregulates-expression	TERT
SMARCD3	upregulates-expression	TIAM2
NCOA3	upregulates-expression	E2F1
IRF1	downregulates-expression	CDKN1A
NPM1	downregulates-expression	MDM2
ARNT	upregulates-expression	TF
RUNX1	downregulates-expression	MAD2L1
GATA2	upregulates-expression	MS4A2
STAT3	downregulates-expression	USP7
STAT3	upregulates-expression	TNFRSF1B
FOXO3	upregulates-expression	BTG1
FOXM1	upregulates-expression	BTG2
KAT2B	upregulates-expression	TFF1
ERBB4	upregulates-expression	MXD4
PPARG	downregulates-expression	TG
FOXO1	downregulates-expression	GCK
ATF2	upregulates-expression	IL23A
MAX	upregulates-expression	PRDX3
BGLAP	upregulates-expression	RUNX2
GATA3	upregulates-expression	CDH1
HDAC7	upregulates-expression	VEGFA
HBEGF	upregulates-expression	CXCL8
INS	downregulates-expression	IGFBP1
CTNNB1	upregulates-expression	CDKN1B
NKX2-1	upregulates-expression	SFTPB
APEX1	downregulates-expression	CYP11B2
RUNX1	upregulates-expression	CCL3
LEF1	upregulates-expression	KRT1
ZYX	upregulates-expression	CTNNB1
EP300	downregulates-expression	THBD
ATF1	upregulates-expression	MITF
E2F1	upregulates-expression	HMGA1
TYK2	upregulates-expression	ALOX12B
SPEN	downregulates-expression	HEY1
E2F1	upregulates-expression	RBM38
KIAA1217	downregulates-expression	AR
TP63	upregulates-expression	CHUK
SPEN	downregulates-expression	HES1
FOXA2	downregulates-expression	GCG
FOXO1	downregulates-expression	FSHB
SIRT1	downregulates-expression	PPARG
NFE2L2	upregulates-expression	EPHA2
NFE2L2	upregulates-expression	EPHA3
TGS1	upregulates-expression	CPT2
GATA3	upregulates-expression	CDX2
ZEB1	upregulates-expression	POU5F1
ZEB2	upregulates-expression	POU5F1
SAA2	upregulates-expression	NFKB1
AR	downregulates-expression	NRAS
PHB2	downregulates-expression	BTG2
EPAS1	upregulates-expression	KDR
KCNIP3	downregulates-expression	SLC8A3
FOXM1	downregulates-expression	FGB
TP53BP2	upregulates-expression	BAX
SIRT1	downregulates-expression	NQO1
TBL1XR1	upregulates-expression	ANGPTL4
IRF9	downregulates-expression	IL27
NELFCD	upregulates-expression	RAD51D
HELZ2	upregulates-expression	UGT1A9
TRRAP	upregulates-expression	NME1
NFE2L2	upregulates-expression	SMOC2
HDAC3	downregulates-expression	DDIT3
PROC	downregulates-expression	HNF1A
YY1	upregulates-expression	SURF1
YY1	upregulates-expression	SURF2
CITED2	upregulates-expression	PITX2
RUNX2	upregulates-expression	SMURF1
JUN	upregulates-expression	HEY1
HEY1	upregulates-expression	JUN
FOXO3	upregulates-expression	GADD45A
GADD45A	upregulates-expression	FOXO3
FOXO4	upregulates-expression	GADD45A
FOXO1	upregulates-expression	GADD45A
FOXL1	upregulates-expression	BMP4
PAX2	downregulates-expression	TP53
PAX8	downregulates-expression	TP53
MYC	upregulates-expression	PRDX3
PTTG1	upregulates-expression	LGALS1
SP1	downregulates-expression	CDK6
RUNX1	upregulates-expression	CD34
LIN37	upregulates-expression	PLK1
NFE2L2	upregulates-expression	EPHX1
MYCN	upregulates-expression	HDAC2
CEBPB	upregulates-expression	IL1B
AR	upregulates-expression	HMOX1
STAT5A	upregulates-expression	PRF1
PRF1	upregulates-expression	STAT5A
STAT5B	upregulates-expression	PRF1
PRF1	upregulates-expression	STAT5B
SMAD7	downregulates-expression	SERPINE1
PDE4B	downregulates-expression	GLI1
SNAI2	upregulates-expression	CXCL12
MED30	upregulates-expression	PCK1
MED31	upregulates-expression	PCK1
UGT2B7	upregulates-expression	HNF1A
HNF1A	upregulates-expression	UGT2B7
MED18	upregulates-expression	PCK1
MED19	upregulates-expression	PCK1
MED14	upregulates-expression	PCK1
MED15	upregulates-expression	PCK1
MED16	upregulates-expression	PCK1
MED17	upregulates-expression	PCK1
MED10	upregulates-expression	PCK1
MED11	upregulates-expression	PCK1
MED12	upregulates-expression	PCK1
MED13	upregulates-expression	PCK1
MED29	upregulates-expression	PCK1
MED25	upregulates-expression	PCK1
MED26	upregulates-expression	PCK1
MED27	upregulates-expression	PCK1
MED28	upregulates-expression	PCK1
MED21	upregulates-expression	PCK1
MED22	upregulates-expression	PCK1
MED23	upregulates-expression	PCK1
NCOA4	upregulates-expression	AR
MED24	upregulates-expression	PCK1
MED20	upregulates-expression	PCK1
CEBPB	upregulates-expression	FURIN
HDAC1	downregulates-expression	RARB
CREM	downregulates-expression	FOS
RETN	upregulates-expression	CEBPA
FOXP3	downregulates-expression	IL2
CBX3	downregulates-expression	UXT
SMAD2	upregulates-expression	TRIM63
SMAD3	upregulates-expression	TRIM63
SMAD4	upregulates-expression	TRIM63
NOTCH3	downregulates-expression	HES1
PTTG1	upregulates-expression	CDC42
NR3C1	upregulates-expression	PTK6
WT1	downregulates-expression	CAMP
CEBPA	upregulates-expression	IL6R
NR1I2	upregulates-expression	THRSP
GJA1	upregulates-expression	CTNNB1
NCOR1	upregulates-expression	AR
NCOR2	upregulates-expression	AR
LIN52	upregulates-expression	PLK1
LIN54	upregulates-expression	PLK1
ATP9A	downregulates-expression	GLI2
JUN	upregulates-expression	HES1
CRTC1	upregulates-expression	MMP1
HNF1A	downregulates-expression	TM4SF1
STAT6	upregulates-expression	IGHG3
STAT6	upregulates-expression	IGHG4
STAT6	upregulates-expression	IGHG1
SYTL2	downregulates-expression	GLI2
TP53BP2	upregulates-expression	FAS
EP300	upregulates-expression	PCK1
SCARB1	upregulates-expression	MYC
SNAI2	downregulates-expression	UBE2D3
RBMX	downregulates-expression	ROS1
SIRT1	downregulates-expression	EZH2
CDK11A	upregulates-expression	ETS1
CDK11B	upregulates-expression	ETS1
INS	downregulates-expression	FOXA1
PIAS4	downregulates-expression	KLK3
CLDN2	upregulates-expression	HNF1A
HSF2	downregulates-expression	MAP2K4
STAT3	upregulates-expression	TIMP1
EPAS1	upregulates-expression	MSC
FOSL1	upregulates-expression	THBD
HES1	downregulates-expression	RCAN1
ZNF76	upregulates-expression	PCYT1A
UGT1A	downregulates-expression	GLI2
TP53	upregulates-expression	BGLAP
GAST	upregulates-expression	SMAD3
GAST	upregulates-expression	SMAD4
MYB	upregulates-expression	COL1A2
MYB	upregulates-expression	COL1A1
TNC	upregulates-expression	SMAD3
SMAD3	upregulates-expression	TNC
TNC	upregulates-expression	SMAD4
SMAD4	upregulates-expression	TNC
HOXA1	upregulates-expression	BCL2
PCCA	upregulates-expression	CTNNB1
STAT3	downregulates-expression	LGALS3BP
ETV3	downregulates-expression	NFKB1
NFKB1	downregulates-expression	BACE1
IRF1	upregulates-expression	NCF2
IRF8	upregulates-expression	NCF2
SP1	upregulates-expression	SMAD7
SOX17	downregulates-expression	CSNK1A1
CHUK	upregulates-expression	EBAG9
FSHB	upregulates-expression	PITX2
FSHB	upregulates-expression	PITX1
SP1	downregulates-expression	CETP
PTPRO	upregulates-expression	E2F1
SP3	downregulates-expression	CETP
ESR1	upregulates-expression	RARA
USF2	upregulates-expression	ABCA1
USF1	upregulates-expression	ABCA1
NFKB1	upregulates-expression	SDC1
MYCN	upregulates-expression	MYBL2
RUNX2	upregulates-expression	UCMA
EPAS1	upregulates-expression	EFNA1
HOXA10	downregulates-expression	PHGDH
GLCE	upregulates-expression	CTNNB1
CREB5	upregulates-expression	ATP6V0E1
MLLT3	downregulates-expression	MDM2
TP53	upregulates-expression	IGFBP3
TP63	upregulates-expression	IGFBP3
GLI2	upregulates-expression	CTNNB1
GLI3	upregulates-expression	CTNNB1
NELL1	upregulates-expression	RUNX2
STAT3	upregulates-expression	PSMB5
RUNX1	upregulates-expression	FOXP3
MEN1	upregulates-expression	CASP8
CREBBP	upregulates-expression	TIAM2
HOPX	upregulates-expression	FLG
MED13L	upregulates-expression	PCK1
NFKB1	downregulates-expression	PPARG
NFIC	downregulates-expression	CYP1A1
TFAP2A	upregulates-expression	CRABP2
TFAP2C	upregulates-expression	CRABP2
RUNX1	upregulates-expression	LIFR
IL12A	upregulates-expression	TBX21
IL12B	upregulates-expression	TBX21
USF1	upregulates-expression	SERPINE1
SIRT1	upregulates-expression	ABCB1
E2F1	upregulates-expression	SKP2
SKP2	upregulates-expression	E2F1
TYK2	upregulates-expression	CCL2
TYK2	upregulates-expression	CCL3
TYK2	upregulates-expression	CCL4
JUNB	upregulates-expression	DMP1
PITX1	upregulates-expression	PRL
PITX2	upregulates-expression	PRL
CREBBP	upregulates-expression	TNFRSF21
EOMES	upregulates-expression	PRF1
RELA	upregulates-expression	NOS1
RELA	upregulates-expression	NOS2
RELA	upregulates-expression	NOS3
BRCA1	downregulates-expression	EGFR
WT1	downregulates-expression	CDH1
MYBL1	downregulates-expression	IGHE
KLF5	upregulates-expression	CCNB1
GABPB1	upregulates-expression	TFAM
APPL1	downregulates-expression	KLK3
KLF8	upregulates-expression	CCND1
KLF5	upregulates-expression	CCND1
NANOG	upregulates-expression	KDR
KDR	upregulates-expression	NANOG
TOM1	downregulates-expression	GLI1
SMAD3	upregulates-expression	PTPN11
SMAD3	upregulates-expression	PTPN12
SMAD3	upregulates-expression	PTPN13
SOX2	upregulates-expression	DKK1
SMAD3	upregulates-expression	PTPN14
SMAD3	upregulates-expression	PTPN18
IL18	upregulates-expression	NOS2
DLL4	upregulates-expression	NOTCH4
SMAD3	upregulates-expression	PTPN23
SMAD3	upregulates-expression	PTPN20
TERT	upregulates-expression	CCND1
NCOA1	upregulates-expression	ADIPOQ
NCOA2	upregulates-expression	ADIPOQ
NCOA3	upregulates-expression	ADIPOQ
CBFB	downregulates-expression	SERPINB13
GLI2	upregulates-expression	SMAD3
NFKB2	upregulates-expression	SND1
NFKB1	upregulates-expression	SOD2
CREM	downregulates-expression	G6PD
TSC22D3	downregulates-expression	FOXO1
TSC22D3	downregulates-expression	FOXO3
TSC22D3	downregulates-expression	FOXO4
MED1	upregulates-expression	ABCB4
PAX8	downregulates-expression	TSHR
CARM1	upregulates-expression	UGT1A9
IL12RB1	upregulates-expression	NOS2
IL12RB2	upregulates-expression	NOS2
MTA1	upregulates-expression	CDKN2A
CTNNB1	downregulates-expression	CDH1
PPARG	upregulates-expression	RETN
PTGDR	upregulates-expression	POLA1
VEGFA	upregulates-expression	AKT3
NFE2L2	upregulates-expression	SLC47A2
ATF2	upregulates-expression	MMP2
HIST2H2BE	downregulates-expression	GLI2
TP53	downregulates-expression	PERP
RELA	upregulates-expression	NOX4
RELA	upregulates-expression	NOX5
MED1	upregulates-expression	ABCA1
CREM	downregulates-expression	IL2
TOB1	downregulates-expression	GLI2
SOX9	upregulates-expression	AR
E2F1	upregulates-expression	SULT2A1
OSTN	downregulates-expression	FOXO1
NFE2L2	upregulates-expression	FBXO30
STAT1	downregulates-expression	IL17A
STAT4	upregulates-expression	IFNG
NR1H4	upregulates-expression	SCARB1
NR2F1	downregulates-expression	CYP17A1
NFKB1	upregulates-expression	NLRP2
NFKB1	upregulates-expression	NLRP3
NFKB2	upregulates-expression	NLRP3
NFKB1	upregulates-expression	JUNB
MYB	upregulates-expression	SLC25A3
SLC25A3	upregulates-expression	MYC
NR0B1	downregulates-expression	CYP19A1
PPARG	downregulates-expression	E2F4
E2F4	downregulates-expression	PPARG
HDAC4	downregulates-expression	IL10
STK11	upregulates-expression	PSEN2
PCGF2	downregulates-expression	ZEB1
PCGF2	downregulates-expression	ZEB2
CDK8	upregulates-expression	CD36
EIF2S2	upregulates-expression	ATF4
EIF2S3	upregulates-expression	ATF4
MED4	upregulates-expression	PLIN1
MED6	upregulates-expression	PLIN1
MED7	upregulates-expression	PLIN1
MED8	upregulates-expression	PLIN1
MED9	upregulates-expression	PLIN1
MED1	upregulates-expression	PLIN1
MED1	upregulates-expression	PLIN2
EIF2S1	upregulates-expression	ATF4
ESR1	downregulates-expression	CYP2C19
RFWD2	downregulates-expression	MMP1
SP1	upregulates-expression	COL1A2
NFKB1	upregulates-expression	ADORA1
FOXP2	downregulates-expression	MET
EZH2	downregulates-expression	ADRB2
IFNB1	upregulates-expression	YY2
HDAC1	downregulates-expression	RELN
HDAC9	downregulates-expression	RELA
SPAG11B	upregulates-expression	CTNNB1
SMARCD3	upregulates-expression	CPT1A
ELF1	downregulates-expression	FCER1A
STAT6	upregulates-expression	IGHE
PPARA	upregulates-expression	RGL1
TNFAIP3	downregulates-expression	IRF7
NFIC	upregulates-expression	IRS2
RUNX1	upregulates-expression	CSF2
PLTP	upregulates-expression	GLI1
PGR	downregulates-expression	CYP19A1
CTSE	upregulates-expression	GATA1
E2F1	upregulates-expression	ATG5
ATG7	upregulates-expression	E2F1
IL4	downregulates-expression	ALOX5
IRF4	downregulates-expression	IRF3
TP73	upregulates-expression	FOXO3
STAT4	upregulates-expression	RALA
RB1	upregulates-expression	COL1A1
EGR1	upregulates-expression	PTGES
CHD9	upregulates-expression	ALAS1
CBX7	upregulates-expression	CDH1
INTS7	downregulates-expression	TP53
CCNC	upregulates-expression	CD36
SETBP1	downregulates-expression	PTGS2
LIN37	downregulates-expression	CDC6
CD3D	downregulates-expression	YY1
TRBC1	upregulates-expression	FOS
YY1	downregulates-expression	CCR5
NPAS2	upregulates-expression	TIMELESS
STAT4	upregulates-expression	PSME2
LIN52	downregulates-expression	CDC6
LIN54	downregulates-expression	CDC6
RBBP4	downregulates-expression	RBL1
MYB	upregulates-expression	PRTN3
MYOD1	upregulates-expression	MYL1
RBL1	downregulates-expression	MYBL2
RBL2	downregulates-expression	MYBL2
MEOX1	upregulates-expression	GLI2
TP63	downregulates-expression	YAP1
E2F4	downregulates-expression	MCM10
TCF4	downregulates-expression	PTEN
EPAS1	upregulates-expression	SLC11A2
EPAS1	upregulates-expression	MMP14
SMARCA4	upregulates-expression	CDKN1A
DNMT3A	downregulates-expression	CDH6
TFDP1	upregulates-expression	RANBP1
TFDP2	upregulates-expression	RANBP1
MECP2	downregulates-expression	PVALB
HDGF	upregulates-expression	VIM
SMARCA4	upregulates-expression	CDKN2A
SMARCB1	upregulates-expression	CDKN1A
SMARCA1	upregulates-expression	CDKN2A
ZNF382	downregulates-expression	STAT5B
RB1	upregulates-expression	EBNA1BP2
SMARCB1	upregulates-expression	CDKN2A
SSB	upregulates-expression	LAMB1
TGS1	upregulates-expression	HMGCS1
TGS1	upregulates-expression	HMGCS2
MED1	upregulates-expression	TNFRSF21
NR0B1	downregulates-expression	CYP17A1
MAMLD1	upregulates-expression	DLGAP5
DCAF6	upregulates-expression	SP1
CEBPB	upregulates-expression	IRF9
JUN	downregulates-expression	CYP19A1
CEBPB	upregulates-expression	IRF4
NCOR1	downregulates-expression	SNAI2
TGS1	upregulates-expression	ACSL1
FOXD3	upregulates-expression	NDRG1
MOV10	downregulates-expression	CDKN2A
TAF9	upregulates-expression	CCND2
CHD9	upregulates-expression	ACADM
GPX2	upregulates-expression	CTNNB1
PML	downregulates-expression	UBA7
JUN	downregulates-expression	CTGF
CGB8	upregulates-expression	CGB3
STAT6	upregulates-expression	AICDA
STAT5A	upregulates-expression	CDKN1A
FOS	downregulates-expression	CCND1
PKNOX1	upregulates-expression	SYP
FASLG	upregulates-expression	HBP1
SIRT1	upregulates-expression	SOD2
MYCN	downregulates-expression	NGFR
DENND4A	downregulates-expression	ERBB2
MAMLD1	upregulates-expression	MYC
HOXA10	upregulates-expression	TP53
RUNX3	downregulates-expression	HSPD1
TP53	upregulates-expression	COP1
PPARG	upregulates-expression	RARB
ELK3	downregulates-expression	MYH6
HSPA4	upregulates-expression	GLI2
GATA6	downregulates-expression	PLAU
EP300	downregulates-expression	KRT14
ZEB1	downregulates-expression	GRHL2
GATA6	upregulates-expression	CYP11A1
SP1	upregulates-expression	COL2A1
PITX3	upregulates-expression	MIP
FBXL16	upregulates-expression	E2F1
TERT	downregulates-expression	SMAD3
SMAD3	downregulates-expression	TERT
TRIB3	downregulates-expression	ATF4
XBP1	upregulates-expression	DCTN1
ELL	upregulates-expression	CHEK1
PA2G4	downregulates-expression	KLK3
STAT3	downregulates-expression	MICA
CHD9	upregulates-expression	CD36
NCOA3	upregulates-expression	MMP7
CTNNB1	upregulates-expression	PLD1
MTA1	downregulates-expression	ESR1
NFKB1	upregulates-expression	PLAUR
CREB1	upregulates-expression	CEBPD
CDX2	upregulates-expression	CFTR
PPARG	downregulates-expression	ICAM1
TP63	upregulates-expression	FOSL2
PLK2	upregulates-expression	CTNNB1
WT1	upregulates-expression	HBEGF
TCF4	upregulates-expression	CCND1
HOXB7	downregulates-expression	DAPK1
TYK2	upregulates-expression	GADD45B
TYK2	upregulates-expression	GADD45G
SNAI2	upregulates-expression	POU5F1
PLS3	upregulates-expression	CTNNB1
NPM1	upregulates-expression	TAF1A
MYCN	upregulates-expression	CDKN1A
BHLHE41	downregulates-expression	CCND1
F13A1	upregulates-expression	CTNNB1
STARD4	upregulates-expression	SREBF2
USF1	downregulates-expression	AGT
PKD1	upregulates-expression	CTNNB1
TP53	downregulates-expression	PLK1
PLK1	downregulates-expression	TP53
BRCA1	upregulates-expression	CDKN1B
BRCA1	upregulates-expression	CDKN1A
EBF3	upregulates-expression	CDKN1A
NR5A1	downregulates-expression	CYP11B2
NPAS2	upregulates-expression	RORA
RORA	upregulates-expression	NPAS2
SP2	downregulates-expression	CEACAM1
MYH11	downregulates-expression	RBPJ
EP300	upregulates-expression	TRIM22
SP1	upregulates-expression	HCN4
SP1	upregulates-expression	HCN2
SMAD4	downregulates-expression	BTRC
OPRM1	upregulates-expression	E2F1
ETS1	upregulates-expression	RHOC
ERCC2	upregulates-expression	BRCA1
ERCC3	upregulates-expression	BRCA1
TYK2	upregulates-expression	CCR5
TP53	downregulates-expression	CTNNB1
CTNNB1	downregulates-expression	TP53
NFATC3	upregulates-expression	TFF1
TYK2	upregulates-expression	CD3E
STAT4	downregulates-expression	CDC42
NFE2L2	upregulates-expression	BLVRB
HDAC1	downregulates-expression	RHOB
PGR	downregulates-expression	FOXP3
JUN	upregulates-expression	NAMPT
YY1	upregulates-expression	PRDM2
TBP	upregulates-expression	LIN28B
HDAC1	upregulates-expression	BIRC3
SPEN	upregulates-expression	DMPK
TBL1XR1	upregulates-expression	PEX11A
CLOCK	upregulates-expression	SERPINE1
DNMT1	upregulates-expression	E2F1
PPARG	downregulates-expression	MMP9
XBP1	upregulates-expression	ZBTB17
PPARA	downregulates-expression	MMP9
FOXA1	upregulates-expression	KRT7
CTCF	downregulates-expression	MYC
PTTG1	downregulates-expression	TIMP2
TLE4	upregulates-expression	FOXO1
TLE4	upregulates-expression	FOXO3
RBL1	downregulates-expression	CDC25A
RBL2	downregulates-expression	CDC25A
RBL1	downregulates-expression	CDC25C
RBL2	downregulates-expression	CDC25C
PRKCQ	upregulates-expression	FASLG
PRKCE	upregulates-expression	FASLG
PLXND1	upregulates-expression	VEGFA
CITED2	downregulates-expression	MMP13
CREBBP	upregulates-expression	ALAS1
TCF7L2	upregulates-expression	SALL4
CREB3	upregulates-expression	CXCR4
SATB2	upregulates-expression	UPF3B
CEBPB	upregulates-expression	CSRP1
ARNT	upregulates-expression	HIF1A
STAT6	upregulates-expression	OPRD1
NCOR1	downregulates-expression	IGFBP3
USF1	upregulates-expression	CTSD
USF2	upregulates-expression	CTSD
E2F2	upregulates-expression	CDC6
CDC6	upregulates-expression	E2F2
E2F1	upregulates-expression	CDC6
CDC6	upregulates-expression	E2F1
CDC6	upregulates-expression	E2F4
E2F3	upregulates-expression	CDC6
CDC6	upregulates-expression	E2F3
RELA	downregulates-expression	BHMT
HNRNPA1	upregulates-expression	MYC
MYC	upregulates-expression	HNRNPA1
ING2	upregulates-expression	MMP13
UGT2B7	upregulates-expression	POU2F1
POU2F1	upregulates-expression	UGT2B7
WT1	upregulates-expression	ADGRE5
MAX	upregulates-expression	DDX18
SMARCD3	upregulates-expression	CPT2
STAT1	upregulates-expression	OPRM1
STAT3	upregulates-expression	OPRM1
STAT6	upregulates-expression	OPRM1
IL2	upregulates-expression	TNFRSF4
IL2	upregulates-expression	TNFRSF9
TP53	upregulates-expression	ZMAT3
CDT1	upregulates-expression	E2F4
CDT1	upregulates-expression	E2F3
CDT1	upregulates-expression	E2F2
E2F1	upregulates-expression	CDT1
DDX18	upregulates-expression	MYC
MYC	upregulates-expression	DDX18
CDT1	upregulates-expression	E2F1
AR	upregulates-expression	LEF1
HELZ2	upregulates-expression	CEBPA
SMARCD3	upregulates-expression	ACSL1
CREB5	upregulates-expression	MX1
HIF1A	upregulates-expression	HMOX1
PROX1	downregulates-expression	CYP7A1
E2F4	downregulates-expression	TTK
SREBF1	downregulates-expression	BCL2L1
CDX2	upregulates-expression	CDH17
HELZ2	upregulates-expression	NPAS2
PAX5	upregulates-expression	RAG2
MECP2	upregulates-expression	TRPC3
RXRA	upregulates-expression	G0S2
JUN	upregulates-expression	DMTF1
SP1	upregulates-expression	INSR
E2F1	upregulates-expression	CDK1
NFKB1	upregulates-expression	CFTR
CDK1	upregulates-expression	E2F1
E2F3	upregulates-expression	CDK1
E2F2	upregulates-expression	CDK1
E2F1	upregulates-expression	CDK4
CDK1	upregulates-expression	E2F4
NR3C1	upregulates-expression	IRF1
CDK2	upregulates-expression	MITF
CREBBP	upregulates-expression	CD36
STAT1	upregulates-expression	CD40LG
TRIM16	downregulates-expression	DES
GNAI3	upregulates-expression	AKT3
GNAI2	upregulates-expression	AKT3
GNAI1	upregulates-expression	AKT3
HIF1A	upregulates-expression	ASS1
NFKB1	upregulates-expression	GSTP1
HOXB7	upregulates-expression	CCND1
ARNT	upregulates-expression	BHLHE41
ARNT	upregulates-expression	BHLHE40
IRF8	upregulates-expression	NF1
DR1	upregulates-expression	PTGS2
TFE3	upregulates-expression	POLA1
RBPJ	upregulates-expression	DLGAP5
MYC	downregulates-expression	MST1
EOMES	upregulates-expression	IFNG
E2F6	downregulates-expression	UXT
UXT	downregulates-expression	E2F6
SIRT1	downregulates-expression	PAX6
PATZ1	downregulates-expression	KLK3
KLF10	downregulates-expression	STMN1
HDAC2	downregulates-expression	TWIST1
BRCA1	upregulates-expression	GADD45A
CARM1	upregulates-expression	PPARA
RXRA	upregulates-expression	ANKRD1
TP53	downregulates-expression	IGF1R
SP2	downregulates-expression	MMP9
HIF1A	downregulates-expression	CTNNB1
HIF1A	downregulates-expression	SLC29A1
POU4F2	upregulates-expression	CCND1
IHH	upregulates-expression	PTCH1
GNAO1	upregulates-expression	AKT3
MED1	upregulates-expression	CYP7A1
LIN37	downregulates-expression	E2F1
FOXG1	downregulates-expression	CDKN1A
LIN52	downregulates-expression	E2F1
LIN54	downregulates-expression	E2F1
JUN	downregulates-expression	VEGFA
CDK19	upregulates-expression	CD36
NOTUM	upregulates-expression	TCF7L2
XBP1	upregulates-expression	ADD1
ZEB1	downregulates-expression	CDH1
ZEB2	downregulates-expression	CDH1
RELA	upregulates-expression	TBP
SP1	upregulates-expression	RETN
E2F1	upregulates-expression	CAV1
E2F3	upregulates-expression	CAV1
FADD	downregulates-expression	CTNNB1
E2F2	upregulates-expression	CAV1
FOXM1	downregulates-expression	CDKN2A
RUNX2	upregulates-expression	VEGFA
RUNX2	upregulates-expression	VEGFC
NRF1	upregulates-expression	SPAST
TNRC6B	downregulates-expression	MECP2
TNRC6A	downregulates-expression	MECP2
TNRC6C	downregulates-expression	MECP2
NANOG	upregulates-expression	EPHA1
SP1	upregulates-expression	FDFT1
AGO2	downregulates-expression	GREB1
AGO1	downregulates-expression	GREB1
AGO4	downregulates-expression	GREB1
AGO3	downregulates-expression	GREB1
NFKB1	downregulates-expression	YY1
RORA	upregulates-expression	NR1D1
STAT6	upregulates-expression	BCL2L1
STAT1	upregulates-expression	BCL2L1
BCL2L1	upregulates-expression	STAT3
STAT3	upregulates-expression	BCL2L1
HNF1A	upregulates-expression	SLC22A9
T	upregulates-expression	LEF1
FOS	upregulates-expression	PTGS2
MED1	upregulates-expression	ACOX1
SUGP1	upregulates-expression	IL1B
ID4	downregulates-expression	BRCA1
PPARG	upregulates-expression	ABCG2
IL2	upregulates-expression	SOCS3
RELA	upregulates-expression	TNC
RELA	upregulates-expression	TNF
TNF	upregulates-expression	RELA
PPARA	upregulates-expression	ABCA1
FOXP3	upregulates-expression	IL2RA
PPARA	upregulates-expression	ABCB4
APAF1	downregulates-expression	E2F6
E2F6	downregulates-expression	APAF1
E2F8	downregulates-expression	APAF1
E2F7	downregulates-expression	APAF1
JUND	upregulates-expression	NPPA
IRF4	downregulates-expression	BCL6
BCL6	downregulates-expression	IRF4
RXRA	upregulates-expression	AGT
IRF1	downregulates-expression	BCL2
HOXA10	downregulates-expression	CDKN1C
EPAS1	upregulates-expression	COL10A1
ACTL6A	upregulates-expression	PTMA
POU2F1	upregulates-expression	CCND1
NFKB1	upregulates-expression	TNFRSF13C
PTPN11	downregulates-expression	A2M
TP53	upregulates-expression	ARID3A
NFKB1	upregulates-expression	LCN2
TFDP2	upregulates-expression	CES1P1
TFDP1	upregulates-expression	CES1P1
SMAD4	upregulates-expression	SNAI1
SMAD3	upregulates-expression	SNAI1
HEY1	upregulates-expression	HEYL
HEYL	upregulates-expression	HEY1
HEY2	upregulates-expression	HEYL
HEYL	upregulates-expression	HEY2
